ID,VEHICLE_OWNERSHIP,VEHICLE_YEAR,VEHICLE_TYPE,ANNUAL_MILEAGE
849845,0.0,before 2015,sedan,11000.0
519948,1.0,after 2015,sedan,11000.0
127507,0.0,before 2015,sedan,16000.0
503269,1.0,before 2015,sports car,12000.0
337559,1.0,after 2015,sedan,9000.0
210028,1.0,before 2015,sedan,16000.0
232262,1.0,after 2015,sedan,9000.0
277499,1.0,before 2015,sedan,11000.0
761455,1.0,before 2015,sedan,12000.0
330207,0.0,after 2015,sedan,10000.0
927059,0.0,before 2015,sedan,13000.0
22905,1.0,before 2015,sedan,8000.0
270333,1.0,after 2015,sedan,9000.0
125408,1.0,after 2015,sedan,12000.0
107410,0.0,after 2015,sedan,11000.0
912595,1.0,before 2015,sports car,14000.0
137209,0.0,before 2015,sedan,10000.0
882775,1.0,after 2015,sedan,13000.0
926478,1.0,before 2015,sedan,7000.0
756207,1.0,before 2015,sedan,14000.0
96679,1.0,before 2015,sedan,18000.0
30993,1.0,after 2015,sedan,9000.0
904544,1.0,before 2015,sedan,13000.0
660975,1.0,before 2015,sedan,12000.0
343102,1.0,before 2015,sedan,8000.0
748173,1.0,before 2015,sedan,15000.0
466515,0.0,before 2015,sports car,13000.0
648192,0.0,before 2015,sedan,16000.0
900525,1.0,before 2015,sedan,11000.0
629147,1.0,before 2015,sedan,7000.0
126571,1.0,after 2015,sports car,12000.0
919697,1.0,after 2015,sedan,8000.0
26688,1.0,after 2015,sedan,12000.0
474971,1.0,before 2015,sedan,5000.0
287540,0.0,before 2015,sedan,11000.0
584269,1.0,before 2015,sports car,14000.0
326608,0.0,before 2015,sedan,5000.0
166073,1.0,before 2015,sedan,14000.0
521571,0.0,before 2015,sedan,14000.0
418047,1.0,after 2015,sedan,8000.0
407435,1.0,before 2015,sedan,11000.0
902008,0.0,before 2015,sedan,8000.0
635622,0.0,before 2015,sedan,15000.0
3131,1.0,after 2015,sedan,11000.0
747188,1.0,before 2015,sedan,6000.0
219595,1.0,before 2015,sedan,12000.0
638240,1.0,after 2015,sports car,8000.0
335001,0.0,before 2015,sedan,11000.0
569662,0.0,before 2015,sedan,13000.0
832941,1.0,after 2015,sedan,16000.0
978371,1.0,before 2015,sedan,10000.0
918452,0.0,before 2015,sedan,16000.0
905397,1.0,before 2015,sedan,14000.0
314202,1.0,before 2015,sedan,12000.0
827578,1.0,before 2015,sedan,9000.0
922977,0.0,before 2015,sedan,11000.0
26816,0.0,after 2015,sedan,6000.0
466383,1.0,before 2015,sedan,11000.0
331819,1.0,before 2015,sedan,10000.0
430019,1.0,before 2015,sedan,13000.0
873325,0.0,before 2015,sedan,9000.0
852514,1.0,after 2015,sedan,12000.0
198903,1.0,before 2015,sedan,13000.0
351071,1.0,after 2015,sedan,10000.0
65898,1.0,before 2015,sedan,10000.0
671746,1.0,before 2015,sedan,9000.0
760605,0.0,before 2015,sedan,11000.0
435057,1.0,after 2015,sedan,10000.0
311722,1.0,before 2015,sedan,15000.0
309217,1.0,after 2015,sedan,15000.0
237542,1.0,before 2015,sports car,12000.0
911614,1.0,after 2015,sedan,13000.0
219279,1.0,before 2015,sedan,13000.0
520036,1.0,before 2015,sedan,12000.0
603871,1.0,before 2015,sedan,13000.0
78431,1.0,after 2015,sedan,15000.0
979335,1.0,after 2015,sedan,7000.0
642405,1.0,after 2015,sedan,13000.0
734738,0.0,before 2015,sedan,13000.0
722357,1.0,before 2015,sedan,13000.0
755140,1.0,after 2015,sedan,19000.0
684778,1.0,after 2015,sedan,14000.0
943932,1.0,after 2015,sedan,10000.0
50084,0.0,before 2015,sedan,17000.0
845620,1.0,before 2015,sedan,7000.0
934382,1.0,before 2015,sedan,10000.0
765151,1.0,before 2015,sedan,15000.0
743449,1.0,before 2015,sedan,10000.0
189983,1.0,before 2015,sedan,13000.0
230922,1.0,before 2015,sedan,13000.0
466162,1.0,before 2015,sedan,8000.0
873153,0.0,before 2015,sedan,16000.0
29449,1.0,after 2015,sedan,8000.0
459304,1.0,before 2015,sedan,12000.0
149754,1.0,after 2015,sedan,11000.0
143460,0.0,before 2015,sedan,14000.0
375459,1.0,before 2015,sedan,9000.0
257003,0.0,before 2015,sedan,12000.0
293988,1.0,after 2015,sedan,11000.0
893885,0.0,before 2015,sedan,13000.0
619329,1.0,after 2015,sedan,11000.0
356221,0.0,before 2015,sedan,5000.0
263650,1.0,before 2015,sedan,13000.0
26068,0.0,before 2015,sedan,8000.0
488670,1.0,before 2015,sedan,7000.0
582320,0.0,after 2015,sedan,12000.0
923366,1.0,before 2015,sedan,11000.0
609396,1.0,after 2015,sedan,11000.0
207095,0.0,before 2015,sedan,11000.0
370509,1.0,after 2015,sedan,6000.0
210455,1.0,before 2015,sedan,10000.0
277877,0.0,before 2015,sedan,14000.0
75850,1.0,before 2015,sedan,14000.0
730488,1.0,after 2015,sedan,8000.0
261354,1.0,before 2015,sedan,10000.0
605330,1.0,before 2015,sedan,15000.0
583046,0.0,after 2015,sedan,14000.0
17273,0.0,before 2015,sedan,9000.0
355449,1.0,after 2015,sedan,10000.0
640219,1.0,before 2015,sedan,12000.0
239558,1.0,before 2015,sedan,10000.0
524634,1.0,before 2015,sedan,12000.0
171568,0.0,before 2015,sedan,13000.0
375322,1.0,after 2015,sedan,12000.0
639474,1.0,before 2015,sports car,10000.0
855355,0.0,after 2015,sedan,15000.0
293072,0.0,before 2015,sedan,11000.0
528528,1.0,after 2015,sedan,8000.0
458933,1.0,before 2015,sedan,9000.0
495705,1.0,after 2015,sedan,11000.0
475525,1.0,before 2015,sports car,14000.0
98072,0.0,after 2015,sedan,14000.0
326875,1.0,before 2015,sedan,7000.0
173718,1.0,before 2015,sedan,14000.0
255141,0.0,before 2015,sports car,13000.0
255200,0.0,before 2015,sedan,11000.0
438776,1.0,before 2015,sedan,13000.0
710221,1.0,before 2015,sedan,12000.0
144117,0.0,after 2015,sedan,13000.0
909696,1.0,before 2015,sedan,10000.0
80686,1.0,before 2015,sedan,12000.0
19144,0.0,before 2015,sedan,7000.0
452828,1.0,after 2015,sedan,11000.0
476160,0.0,before 2015,sedan,13000.0
515497,0.0,before 2015,sedan,14000.0
413160,0.0,before 2015,sedan,14000.0
977402,1.0,after 2015,sedan,7000.0
901502,1.0,after 2015,sports car,12000.0
379539,1.0,after 2015,sedan,11000.0
266757,1.0,before 2015,sedan,13000.0
934754,1.0,after 2015,sedan,10000.0
131347,0.0,before 2015,sedan,12000.0
104918,1.0,after 2015,sedan,8000.0
478922,1.0,before 2015,sedan,4000.0
81923,1.0,before 2015,sedan,13000.0
858902,0.0,after 2015,sedan,17000.0
13158,0.0,before 2015,sedan,11000.0
403612,1.0,before 2015,sedan,12000.0
161526,1.0,after 2015,sedan,8000.0
440831,0.0,before 2015,sedan,16000.0
170034,1.0,before 2015,sedan,10000.0
280967,1.0,before 2015,sedan,8000.0
36103,1.0,after 2015,sedan,10000.0
97567,1.0,before 2015,sedan,15000.0
407469,0.0,before 2015,sedan,13000.0
900406,1.0,before 2015,sedan,12000.0
729740,1.0,before 2015,sedan,8000.0
631763,1.0,before 2015,sedan,12000.0
349786,1.0,after 2015,sedan,10000.0
648626,1.0,before 2015,sedan,12000.0
380598,0.0,before 2015,sedan,9000.0
816809,1.0,before 2015,sedan,14000.0
149377,0.0,before 2015,sedan,13000.0
950482,0.0,after 2015,sedan,14000.0
493793,1.0,before 2015,sedan,9000.0
565846,1.0,after 2015,sports car,9000.0
816988,1.0,before 2015,sedan,9000.0
483195,1.0,before 2015,sedan,9000.0
644057,1.0,after 2015,sedan,14000.0
465420,1.0,before 2015,sedan,14000.0
626247,1.0,before 2015,sedan,7000.0
703897,1.0,before 2015,sedan,16000.0
221270,0.0,after 2015,sedan,16000.0
484719,1.0,after 2015,sedan,11000.0
511641,0.0,before 2015,sedan,13000.0
838182,1.0,after 2015,sedan,18000.0
564107,0.0,before 2015,sedan,13000.0
880485,0.0,before 2015,sedan,16000.0
912800,1.0,before 2015,sedan,13000.0
431366,1.0,after 2015,sedan,17000.0
526718,1.0,after 2015,sedan,12000.0
129218,1.0,before 2015,sedan,10000.0
952652,1.0,after 2015,sedan,9000.0
698612,1.0,before 2015,sedan,9000.0
468417,1.0,after 2015,sedan,7000.0
628739,1.0,after 2015,sedan,12000.0
325475,1.0,after 2015,sedan,10000.0
81498,0.0,before 2015,sedan,16000.0
401212,1.0,before 2015,sedan,11000.0
647537,0.0,before 2015,sedan,16000.0
212191,0.0,before 2015,sedan,12000.0
734069,1.0,before 2015,sedan,11000.0
772679,1.0,before 2015,sedan,14000.0
990504,0.0,before 2015,sedan,13000.0
586583,0.0,before 2015,sedan,13000.0
865298,0.0,after 2015,sedan,10000.0
235795,1.0,before 2015,sedan,12000.0
386754,1.0,before 2015,sedan,15000.0
104558,1.0,before 2015,sedan,13000.0
21679,1.0,after 2015,sedan,11000.0
826621,1.0,before 2015,sedan,10000.0
479665,1.0,after 2015,sedan,14000.0
472052,1.0,before 2015,sedan,12000.0
62534,1.0,before 2015,sedan,14000.0
793551,1.0,before 2015,sedan,11000.0
716599,0.0,before 2015,sedan,11000.0
280162,1.0,after 2015,sedan,11000.0
229398,1.0,after 2015,sedan,17000.0
818352,0.0,before 2015,sedan,12000.0
845185,1.0,before 2015,sedan,10000.0
292794,1.0,after 2015,sedan,14000.0
527103,0.0,before 2015,sedan,16000.0
879618,0.0,before 2015,sedan,16000.0
696770,1.0,before 2015,sedan,16000.0
987946,1.0,before 2015,sedan,10000.0
658273,1.0,before 2015,sedan,12000.0
631499,1.0,after 2015,sedan,12000.0
55559,0.0,before 2015,sedan,7000.0
491394,1.0,before 2015,sedan,12000.0
896754,1.0,before 2015,sedan,8000.0
8055,1.0,after 2015,sedan,13000.0
229715,1.0,before 2015,sedan,12000.0
361925,1.0,after 2015,sedan,12000.0
216068,1.0,after 2015,sedan,12000.0
950010,1.0,after 2015,sedan,6000.0
168357,1.0,before 2015,sedan,13000.0
777567,1.0,after 2015,sedan,15000.0
695357,1.0,after 2015,sedan,13000.0
464427,0.0,before 2015,sedan,15000.0
422409,1.0,before 2015,sedan,12000.0
850789,0.0,before 2015,sedan,12000.0
29071,1.0,before 2015,sedan,10000.0
233968,1.0,before 2015,sedan,14000.0
312512,1.0,before 2015,sedan,10000.0
847188,1.0,before 2015,sedan,10000.0
243725,0.0,before 2015,sedan,14000.0
997850,1.0,after 2015,sedan,18000.0
927473,1.0,before 2015,sedan,7000.0
232741,1.0,after 2015,sedan,13000.0
753926,0.0,before 2015,sedan,18000.0
125369,1.0,before 2015,sedan,14000.0
851148,1.0,before 2015,sedan,15000.0
995068,1.0,after 2015,sedan,12000.0
636096,1.0,before 2015,sedan,7000.0
544712,0.0,after 2015,sedan,6000.0
985586,0.0,before 2015,sedan,13000.0
249454,1.0,before 2015,sedan,16000.0
26981,1.0,before 2015,sedan,12000.0
860859,1.0,before 2015,sedan,10000.0
560905,1.0,before 2015,sedan,19000.0
639208,1.0,before 2015,sedan,10000.0
114845,0.0,before 2015,sedan,5000.0
491567,1.0,after 2015,sedan,16000.0
605113,1.0,before 2015,sedan,14000.0
613485,0.0,after 2015,sedan,11000.0
20220,1.0,before 2015,sedan,14000.0
601107,0.0,before 2015,sports car,12000.0
203166,1.0,before 2015,sedan,14000.0
966351,1.0,after 2015,sedan,16000.0
238538,0.0,after 2015,sedan,14000.0
687774,0.0,before 2015,sedan,12000.0
801363,1.0,before 2015,sedan,12000.0
347529,0.0,before 2015,sedan,9000.0
449629,0.0,before 2015,sedan,9000.0
622612,1.0,before 2015,sports car,18000.0
453408,0.0,before 2015,sedan,11000.0
359855,1.0,before 2015,sedan,15000.0
96104,0.0,before 2015,sedan,15000.0
163488,0.0,before 2015,sedan,16000.0
826934,0.0,after 2015,sedan,10000.0
66535,1.0,after 2015,sedan,6000.0
438501,0.0,before 2015,sedan,11000.0
153771,0.0,after 2015,sedan,8000.0
586374,1.0,after 2015,sedan,13000.0
139478,1.0,after 2015,sedan,9000.0
115279,1.0,after 2015,sedan,11000.0
298157,0.0,before 2015,sedan,8000.0
194823,0.0,before 2015,sedan,7000.0
466860,1.0,before 2015,sedan,16000.0
896944,0.0,before 2015,sedan,8000.0
450963,1.0,before 2015,sedan,13000.0
143988,1.0,before 2015,sedan,16000.0
209390,1.0,before 2015,sedan,12000.0
186796,1.0,before 2015,sedan,12000.0
138845,1.0,before 2015,sedan,13000.0
85869,1.0,after 2015,sedan,10000.0
598245,1.0,before 2015,sedan,13000.0
540591,1.0,after 2015,sedan,15000.0
155014,0.0,before 2015,sedan,12000.0
157378,0.0,before 2015,sedan,14000.0
735199,1.0,before 2015,sedan,12000.0
641142,1.0,before 2015,sedan,8000.0
320298,1.0,before 2015,sedan,8000.0
271405,1.0,before 2015,sedan,12000.0
827716,1.0,before 2015,sedan,10000.0
802738,1.0,after 2015,sedan,12000.0
929575,0.0,before 2015,sedan,12000.0
641920,1.0,before 2015,sedan,13000.0
26559,1.0,after 2015,sedan,8000.0
217294,1.0,before 2015,sedan,11000.0
189528,1.0,before 2015,sedan,10000.0
600813,1.0,before 2015,sedan,16000.0
727706,0.0,before 2015,sedan,9000.0
519746,1.0,before 2015,sedan,10000.0
246486,1.0,after 2015,sedan,16000.0
7905,1.0,before 2015,sedan,13000.0
113252,1.0,after 2015,sedan,8000.0
929235,1.0,before 2015,sedan,9000.0
318763,1.0,before 2015,sedan,11000.0
870749,1.0,after 2015,sedan,13000.0
85101,1.0,before 2015,sedan,16000.0
293682,1.0,after 2015,sedan,9000.0
981883,1.0,before 2015,sedan,12000.0
779137,0.0,before 2015,sedan,12000.0
306489,1.0,after 2015,sedan,13000.0
515280,1.0,after 2015,sedan,12000.0
446330,1.0,after 2015,sedan,7000.0
373235,1.0,before 2015,sedan,13000.0
374072,0.0,after 2015,sedan,11000.0
336053,1.0,after 2015,sports car,10000.0
708613,0.0,before 2015,sedan,13000.0
514864,0.0,before 2015,sedan,7000.0
133216,0.0,before 2015,sedan,15000.0
201228,1.0,after 2015,sedan,10000.0
65912,0.0,after 2015,sedan,15000.0
84403,1.0,before 2015,sedan,14000.0
714609,0.0,before 2015,sedan,13000.0
861873,1.0,before 2015,sports car,11000.0
201430,1.0,after 2015,sedan,10000.0
917512,1.0,before 2015,sedan,8000.0
821738,0.0,before 2015,sedan,11000.0
481960,1.0,before 2015,sedan,11000.0
430928,0.0,before 2015,sedan,9000.0
335937,0.0,after 2015,sedan,10000.0
741717,1.0,before 2015,sedan,10000.0
32471,0.0,before 2015,sedan,15000.0
768656,1.0,before 2015,sedan,11000.0
251082,0.0,before 2015,sedan,11000.0
859653,0.0,before 2015,sedan,15000.0
146993,0.0,after 2015,sedan,12000.0
38823,1.0,before 2015,sedan,14000.0
697272,1.0,after 2015,sedan,11000.0
546944,0.0,after 2015,sedan,13000.0
89035,0.0,after 2015,sedan,15000.0
723028,0.0,before 2015,sports car,14000.0
866196,0.0,after 2015,sedan,4000.0
975805,1.0,before 2015,sedan,5000.0
124495,1.0,before 2015,sedan,16000.0
728398,0.0,after 2015,sedan,10000.0
251778,1.0,before 2015,sedan,15000.0
587520,1.0,before 2015,sedan,9000.0
742822,1.0,before 2015,sedan,8000.0
321760,1.0,after 2015,sedan,16000.0
253738,0.0,before 2015,sedan,11000.0
684569,0.0,after 2015,sedan,9000.0
814717,0.0,after 2015,sedan,14000.0
408905,1.0,after 2015,sedan,12000.0
521762,1.0,before 2015,sedan,12000.0
595172,1.0,before 2015,sports car,8000.0
996412,1.0,after 2015,sedan,7000.0
307599,1.0,before 2015,sedan,10000.0
377806,1.0,before 2015,sedan,11000.0
496158,1.0,after 2015,sedan,6000.0
731992,0.0,after 2015,sedan,9000.0
604531,1.0,before 2015,sedan,13000.0
88703,1.0,after 2015,sedan,16000.0
192887,1.0,before 2015,sedan,13000.0
996686,1.0,before 2015,sedan,9000.0
285246,0.0,after 2015,sports car,8000.0
114770,0.0,before 2015,sedan,16000.0
298416,1.0,before 2015,sedan,17000.0
490886,1.0,after 2015,sedan,11000.0
605508,1.0,after 2015,sedan,14000.0
717225,1.0,after 2015,sedan,13000.0
408507,1.0,before 2015,sedan,19000.0
786837,0.0,before 2015,sedan,10000.0
864007,0.0,before 2015,sedan,12000.0
338489,1.0,after 2015,sedan,11000.0
281285,1.0,before 2015,sedan,10000.0
703713,1.0,before 2015,sedan,14000.0
946205,1.0,after 2015,sedan,11000.0
741619,1.0,after 2015,sedan,14000.0
432684,1.0,after 2015,sedan,11000.0
804251,0.0,before 2015,sedan,16000.0
611990,1.0,before 2015,sedan,17000.0
705254,1.0,before 2015,sedan,11000.0
103781,0.0,before 2015,sedan,10000.0
156431,1.0,before 2015,sedan,11000.0
678798,0.0,after 2015,sedan,10000.0
629251,1.0,after 2015,sedan,17000.0
991745,0.0,before 2015,sedan,14000.0
259052,0.0,after 2015,sedan,19000.0
535774,1.0,before 2015,sedan,13000.0
893383,1.0,after 2015,sedan,6000.0
721594,1.0,before 2015,sedan,14000.0
605412,1.0,before 2015,sedan,8000.0
795950,1.0,before 2015,sedan,14000.0
418382,1.0,before 2015,sedan,10000.0
826866,0.0,after 2015,sedan,8000.0
512870,1.0,after 2015,sedan,12000.0
548322,1.0,before 2015,sedan,8000.0
88259,1.0,before 2015,sedan,13000.0
167040,1.0,before 2015,sports car,8000.0
631893,1.0,before 2015,sedan,11000.0
264695,0.0,before 2015,sedan,7000.0
986522,1.0,before 2015,sedan,13000.0
182355,1.0,before 2015,sedan,11000.0
393949,1.0,after 2015,sedan,6000.0
635062,1.0,after 2015,sedan,13000.0
631402,1.0,after 2015,sedan,11000.0
800070,1.0,after 2015,sedan,13000.0
114349,1.0,before 2015,sedan,9000.0
681452,1.0,before 2015,sedan,9000.0
442082,0.0,before 2015,sedan,10000.0
608830,0.0,before 2015,sedan,9000.0
906476,1.0,before 2015,sedan,15000.0
743872,0.0,before 2015,sedan,14000.0
853993,1.0,after 2015,sedan,9000.0
773278,0.0,before 2015,sedan,15000.0
32277,0.0,before 2015,sedan,17000.0
290900,0.0,before 2015,sedan,18000.0
417562,0.0,before 2015,sports car,9000.0
459817,0.0,after 2015,sedan,5000.0
582212,1.0,after 2015,sedan,9000.0
761268,1.0,after 2015,sedan,12000.0
73883,0.0,before 2015,sedan,9000.0
137899,1.0,before 2015,sedan,10000.0
615853,0.0,before 2015,sedan,7000.0
985369,1.0,before 2015,sedan,11000.0
738452,0.0,after 2015,sedan,16000.0
158468,0.0,before 2015,sedan,11000.0
874967,1.0,after 2015,sedan,11000.0
898437,1.0,before 2015,sports car,13000.0
987238,1.0,before 2015,sedan,11000.0
831517,0.0,before 2015,sedan,12000.0
990159,1.0,before 2015,sedan,9000.0
507656,1.0,after 2015,sports car,12000.0
167289,1.0,before 2015,sedan,16000.0
764678,0.0,before 2015,sedan,12000.0
509621,0.0,before 2015,sedan,16000.0
39077,1.0,before 2015,sedan,10000.0
922550,0.0,before 2015,sedan,11000.0
529598,1.0,before 2015,sedan,9000.0
132062,1.0,before 2015,sedan,15000.0
726729,1.0,before 2015,sedan,11000.0
469900,1.0,before 2015,sedan,7000.0
205785,1.0,before 2015,sedan,10000.0
891551,1.0,before 2015,sedan,9000.0
378713,0.0,before 2015,sedan,12000.0
158167,1.0,after 2015,sedan,11000.0
434663,1.0,before 2015,sedan,8000.0
636547,1.0,before 2015,sedan,10000.0
603489,0.0,before 2015,sedan,10000.0
861072,0.0,before 2015,sedan,13000.0
823976,1.0,after 2015,sedan,12000.0
455772,0.0,before 2015,sedan,11000.0
647248,1.0,after 2015,sedan,11000.0
712569,0.0,before 2015,sedan,13000.0
213810,1.0,before 2015,sedan,13000.0
158376,1.0,before 2015,sedan,7000.0
427006,1.0,after 2015,sedan,19000.0
63974,1.0,before 2015,sedan,10000.0
550637,0.0,before 2015,sedan,14000.0
805276,1.0,after 2015,sedan,11000.0
583101,1.0,after 2015,sedan,8000.0
668720,0.0,before 2015,sedan,6000.0
607845,1.0,before 2015,sedan,10000.0
670700,1.0,after 2015,sedan,12000.0
326011,1.0,before 2015,sedan,13000.0
945740,1.0,after 2015,sedan,9000.0
344794,1.0,before 2015,sedan,9000.0
177148,1.0,before 2015,sedan,10000.0
277895,1.0,before 2015,sedan,18000.0
289373,1.0,before 2015,sedan,6000.0
150711,1.0,before 2015,sedan,10000.0
973965,1.0,before 2015,sedan,9000.0
430755,1.0,before 2015,sedan,12000.0
916023,1.0,after 2015,sedan,14000.0
719837,1.0,before 2015,sedan,13000.0
23290,0.0,before 2015,sedan,6000.0
244,0.0,before 2015,sedan,13000.0
953565,0.0,after 2015,sedan,12000.0
502316,1.0,before 2015,sedan,12000.0
47765,1.0,before 2015,sports car,16000.0
81259,0.0,before 2015,sedan,15000.0
727756,1.0,before 2015,sedan,15000.0
230667,1.0,before 2015,sedan,9000.0
622522,1.0,before 2015,sedan,11000.0
367434,1.0,before 2015,sedan,10000.0
71781,1.0,after 2015,sedan,10000.0
294545,1.0,before 2015,sedan,13000.0
829301,1.0,after 2015,sedan,14000.0
164581,0.0,before 2015,sedan,11000.0
266689,0.0,before 2015,sedan,7000.0
314491,1.0,before 2015,sedan,10000.0
264561,1.0,before 2015,sedan,12000.0
375365,0.0,before 2015,sedan,13000.0
607639,1.0,after 2015,sedan,10000.0
331100,1.0,after 2015,sedan,14000.0
30599,0.0,after 2015,sedan,12000.0
957199,1.0,after 2015,sports car,9000.0
73810,1.0,before 2015,sedan,7000.0
217333,1.0,before 2015,sedan,16000.0
377949,1.0,after 2015,sedan,2000.0
465150,1.0,before 2015,sedan,6000.0
465998,1.0,before 2015,sedan,9000.0
866608,1.0,after 2015,sedan,15000.0
342272,1.0,after 2015,sports car,9000.0
961078,1.0,before 2015,sedan,8000.0
918977,1.0,before 2015,sedan,6000.0
66436,1.0,before 2015,sedan,8000.0
998817,0.0,before 2015,sedan,17000.0
991767,1.0,after 2015,sedan,9000.0
718329,1.0,after 2015,sedan,10000.0
35676,0.0,before 2015,sedan,10000.0
149822,1.0,before 2015,sedan,10000.0
154730,0.0,before 2015,sedan,15000.0
39769,1.0,before 2015,sedan,13000.0
384750,1.0,before 2015,sedan,16000.0
702990,1.0,before 2015,sedan,12000.0
460039,1.0,before 2015,sedan,9000.0
967818,1.0,before 2015,sedan,15000.0
747358,1.0,after 2015,sedan,13000.0
893038,1.0,after 2015,sedan,14000.0
187211,1.0,before 2015,sedan,15000.0
721133,0.0,before 2015,sedan,7000.0
233586,1.0,before 2015,sedan,7000.0
721087,1.0,before 2015,sedan,11000.0
881654,1.0,before 2015,sedan,16000.0
118275,0.0,before 2015,sedan,10000.0
45171,0.0,before 2015,sedan,10000.0
777163,1.0,before 2015,sedan,11000.0
192271,1.0,before 2015,sedan,12000.0
651533,1.0,before 2015,sedan,13000.0
173148,0.0,before 2015,sedan,15000.0
475662,0.0,before 2015,sports car,13000.0
961235,1.0,before 2015,sports car,12000.0
265584,0.0,before 2015,sedan,10000.0
855349,1.0,before 2015,sedan,12000.0
769911,0.0,before 2015,sedan,10000.0
757194,1.0,after 2015,sedan,6000.0
883171,1.0,before 2015,sports car,15000.0
762763,1.0,before 2015,sedan,11000.0
10200,0.0,before 2015,sedan,9000.0
123883,1.0,before 2015,sedan,14000.0
992984,0.0,before 2015,sedan,13000.0
525671,1.0,after 2015,sedan,7000.0
331467,0.0,before 2015,sedan,16000.0
348410,1.0,after 2015,sedan,15000.0
493739,1.0,before 2015,sedan,10000.0
362279,1.0,before 2015,sedan,8000.0
731162,1.0,after 2015,sedan,11000.0
365704,1.0,before 2015,sedan,10000.0
406897,1.0,before 2015,sedan,14000.0
541163,1.0,before 2015,sedan,11000.0
69241,1.0,before 2015,sedan,9000.0
984163,0.0,after 2015,sedan,14000.0
414015,1.0,before 2015,sports car,12000.0
440633,1.0,before 2015,sedan,11000.0
949958,0.0,before 2015,sedan,16000.0
310616,1.0,before 2015,sedan,10000.0
917153,0.0,before 2015,sedan,16000.0
47113,0.0,before 2015,sedan,17000.0
614012,1.0,before 2015,sedan,8000.0
622701,0.0,after 2015,sedan,12000.0
893682,1.0,before 2015,sedan,17000.0
25547,0.0,before 2015,sedan,12000.0
184319,1.0,before 2015,sedan,14000.0
768080,1.0,after 2015,sedan,13000.0
520811,0.0,before 2015,sports car,15000.0
736894,0.0,before 2015,sedan,11000.0
431213,1.0,after 2015,sedan,12000.0
250947,1.0,after 2015,sedan,16000.0
264604,1.0,before 2015,sedan,15000.0
142365,1.0,before 2015,sedan,7000.0
252151,1.0,before 2015,sedan,15000.0
30051,1.0,after 2015,sedan,12000.0
572525,1.0,before 2015,sedan,12000.0
797155,1.0,before 2015,sedan,15000.0
317561,1.0,before 2015,sedan,6000.0
929121,1.0,after 2015,sedan,12000.0
869489,1.0,before 2015,sedan,12000.0
957766,1.0,before 2015,sports car,8000.0
290927,1.0,before 2015,sedan,12000.0
930316,1.0,before 2015,sedan,12000.0
737825,0.0,before 2015,sedan,9000.0
558222,0.0,before 2015,sedan,11000.0
676411,1.0,before 2015,sedan,10000.0
414748,0.0,before 2015,sedan,13000.0
799058,0.0,before 2015,sedan,10000.0
478043,1.0,before 2015,sedan,11000.0
563923,0.0,before 2015,sedan,15000.0
145590,1.0,after 2015,sedan,11000.0
989895,0.0,before 2015,sedan,11000.0
757274,1.0,before 2015,sedan,10000.0
822944,1.0,after 2015,sedan,6000.0
57811,0.0,after 2015,sedan,12000.0
509652,1.0,after 2015,sedan,11000.0
342723,1.0,before 2015,sports car,20000.0
697174,1.0,before 2015,sedan,13000.0
89556,0.0,before 2015,sedan,9000.0
835584,0.0,before 2015,sedan,17000.0
980138,1.0,before 2015,sedan,7000.0
265151,1.0,after 2015,sedan,14000.0
981118,0.0,before 2015,sedan,10000.0
71802,1.0,before 2015,sports car,9000.0
18985,0.0,before 2015,sedan,14000.0
192473,1.0,after 2015,sedan,10000.0
630765,0.0,before 2015,sedan,8000.0
551055,1.0,after 2015,sedan,14000.0
802517,0.0,before 2015,sedan,16000.0
21811,0.0,before 2015,sedan,8000.0
112200,1.0,before 2015,sedan,12000.0
153846,0.0,before 2015,sedan,11000.0
945619,0.0,after 2015,sedan,10000.0
865814,1.0,after 2015,sedan,17000.0
460575,1.0,before 2015,sports car,12000.0
381865,0.0,after 2015,sports car,15000.0
240493,0.0,before 2015,sedan,9000.0
316532,0.0,before 2015,sedan,11000.0
757729,1.0,after 2015,sedan,7000.0
123802,1.0,before 2015,sedan,12000.0
286,0.0,before 2015,sedan,13000.0
34790,1.0,before 2015,sedan,14000.0
578035,1.0,before 2015,sedan,10000.0
431488,1.0,before 2015,sedan,13000.0
993421,1.0,before 2015,sedan,9000.0
86139,1.0,before 2015,sedan,11000.0
224037,1.0,after 2015,sedan,10000.0
752334,0.0,before 2015,sedan,14000.0
728501,1.0,before 2015,sedan,13000.0
965368,1.0,after 2015,sedan,11000.0
845873,1.0,after 2015,sedan,10000.0
634428,0.0,after 2015,sedan,14000.0
224498,0.0,before 2015,sedan,17000.0
813305,0.0,before 2015,sedan,12000.0
311442,0.0,after 2015,sedan,13000.0
823223,0.0,before 2015,sedan,6000.0
595493,1.0,after 2015,sedan,9000.0
47896,1.0,before 2015,sedan,15000.0
384342,1.0,before 2015,sedan,6000.0
878076,0.0,before 2015,sedan,11000.0
343971,1.0,after 2015,sedan,9000.0
971841,1.0,after 2015,sedan,15000.0
305028,1.0,after 2015,sedan,13000.0
775336,0.0,before 2015,sedan,12000.0
147805,0.0,before 2015,sedan,8000.0
912569,1.0,before 2015,sedan,11000.0
627852,1.0,after 2015,sedan,13000.0
892650,0.0,after 2015,sedan,16000.0
381711,1.0,after 2015,sedan,12000.0
854406,1.0,after 2015,sedan,12000.0
219625,1.0,before 2015,sedan,10000.0
321057,1.0,before 2015,sedan,7000.0
