ID,DRIVING_EXPERIENCE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS
31121,0-9y,0,0,0
418784,0-9y,0,0,0
144248,30y+,0,0,6
757438,0-9y,0,0,0
344845,0-9y,0,0,0
174366,20-29y,0,0,2
964266,10-19y,1,0,2
771373,10-19y,0,0,0
91893,10-19y,1,0,2
408687,20-29y,4,1,1
264527,0-9y,0,0,0
470664,0-9y,0,0,0
999797,20-29y,13,3,1
767467,30y+,6,0,6
879915,20-29y,4,3,4
36667,10-19y,4,0,1
528001,30y+,2,1,4
438788,20-29y,2,0,1
260851,0-9y,0,0,0
868143,0-9y,0,0,0
709357,10-19y,1,0,0
209441,0-9y,0,0,0
209518,0-9y,0,0,0
842504,10-19y,2,0,1
785920,0-9y,0,0,0
120348,20-29y,3,0,2
550531,30y+,0,0,5
756417,20-29y,0,0,1
579525,20-29y,1,1,2
967747,0-9y,0,0,0
477129,0-9y,0,0,0
203357,20-29y,12,0,2
390289,10-19y,1,0,1
178836,10-19y,0,0,0
469772,0-9y,0,0,0
73606,20-29y,1,0,4
66601,0-9y,0,0,0
672971,30y+,4,1,5
111201,20-29y,8,2,4
208114,0-9y,0,0,0
404131,10-19y,0,0,1
183837,20-29y,1,0,0
292035,0-9y,0,0,0
86029,10-19y,0,0,0
756320,30y+,3,1,1
941602,0-9y,0,0,0
43075,20-29y,2,0,3
91798,0-9y,0,0,0
692983,0-9y,0,0,0
710197,20-29y,0,1,2
706607,10-19y,2,1,3
839869,20-29y,1,0,2
109870,0-9y,0,0,0
800779,10-19y,0,1,0
424112,30y+,6,0,1
245774,20-29y,3,0,6
907904,0-9y,0,0,0
912419,10-19y,1,0,0
49143,10-19y,1,1,0
64244,10-19y,1,0,1
718508,10-19y,1,0,2
44221,10-19y,2,0,0
184419,0-9y,0,0,0
582054,20-29y,1,1,0
564116,20-29y,9,1,6
616000,30y+,1,0,4
926334,0-9y,0,0,0
105174,0-9y,0,0,0
538631,0-9y,0,0,0
627921,0-9y,0,0,0
256276,0-9y,0,0,0
230441,0-9y,0,0,0
460018,0-9y,0,0,0
57578,10-19y,4,0,4
967436,20-29y,3,0,1
338816,20-29y,1,1,4
774925,10-19y,0,0,1
259369,0-9y,0,0,0
859256,30y+,0,0,0
396832,0-9y,0,0,0
988193,0-9y,0,0,0
919194,30y+,8,0,3
905984,30y+,4,0,1
144603,20-29y,0,0,0
863765,10-19y,4,1,0
766660,10-19y,0,0,1
246688,0-9y,0,0,0
105220,0-9y,0,0,0
70559,10-19y,1,0,2
755650,30y+,5,2,1
713565,10-19y,1,0,1
382661,30y+,4,1,1
329019,0-9y,0,0,0
325157,0-9y,0,0,0
351086,10-19y,1,0,1
916877,0-9y,0,0,0
592421,0-9y,0,0,0
79334,10-19y,1,0,1
107434,10-19y,0,0,2
352278,0-9y,0,0,0
635281,30y+,0,0,0
609931,20-29y,2,1,0
234077,10-19y,1,1,0
220413,20-29y,4,0,2
708052,30y+,3,0,3
470782,10-19y,1,0,3
347235,0-9y,0,0,0
46195,20-29y,2,3,0
392766,30y+,7,2,0
617236,20-29y,3,1,3
397198,0-9y,0,0,0
142274,20-29y,1,1,2
788520,10-19y,0,1,0
228270,30y+,2,1,1
441183,10-19y,0,1,1
172025,0-9y,0,0,0
973588,20-29y,1,0,0
920305,0-9y,0,0,0
479156,10-19y,4,1,3
72382,20-29y,0,0,1
420705,20-29y,1,0,1
683632,30y+,10,1,5
345626,10-19y,0,0,1
698069,10-19y,0,0,1
427399,30y+,11,1,0
208179,20-29y,4,2,0
144092,0-9y,0,0,0
806915,20-29y,0,0,1
746285,30y+,11,2,0
16453,0-9y,0,0,0
909598,10-19y,3,1,1
874042,0-9y,0,0,0
395393,10-19y,2,0,0
866220,10-19y,1,0,1
566194,0-9y,0,0,0
713543,0-9y,0,0,0
261544,30y+,1,1,1
824388,10-19y,5,0,1
667200,0-9y,0,0,0
305899,10-19y,0,0,0
393296,10-19y,5,1,2
663564,0-9y,0,0,0
51511,10-19y,1,0,0
211111,0-9y,0,0,0
259300,20-29y,2,0,0
777000,20-29y,0,0,0
637214,10-19y,2,0,2
708283,0-9y,0,0,0
691130,20-29y,4,0,3
949343,10-19y,0,0,0
477517,10-19y,0,0,0
327169,20-29y,2,0,5
3038,10-19y,0,1,0
976721,20-29y,2,0,4
613650,0-9y,0,0,0
606934,30y+,1,1,2
176701,30y+,4,0,2
92066,20-29y,0,0,1
786751,0-9y,0,0,0
469570,10-19y,0,0,0
193047,10-19y,0,0,2
158868,20-29y,3,2,2
618377,10-19y,1,0,1
528757,0-9y,0,0,0
894394,0-9y,0,0,0
437274,0-9y,0,0,0
199021,20-29y,2,0,1
168157,10-19y,3,0,0
854391,20-29y,0,0,1
241375,10-19y,1,1,2
95758,10-19y,2,0,1
367304,30y+,1,0,5
887498,20-29y,1,0,0
530813,10-19y,0,0,0
830031,0-9y,0,0,0
204523,0-9y,0,0,0
608476,0-9y,0,0,0
45047,10-19y,1,0,0
79370,10-19y,2,0,1
705399,10-19y,0,0,0
156210,10-19y,0,0,0
967355,10-19y,2,0,0
850182,0-9y,0,0,0
824222,30y+,8,0,4
680648,0-9y,0,0,0
504743,10-19y,1,0,0
170462,10-19y,1,1,2
88005,0-9y,0,0,0
534218,20-29y,2,1,0
529067,10-19y,0,0,0
394432,10-19y,0,0,0
611173,20-29y,0,0,3
43148,20-29y,0,0,2
806364,20-29y,2,1,1
302852,20-29y,9,1,1
460696,0-9y,0,0,0
310939,10-19y,0,0,0
348388,10-19y,3,2,1
410310,20-29y,2,0,2
472338,20-29y,1,2,5
256261,10-19y,0,0,0
673825,10-19y,1,1,1
444425,0-9y,0,0,0
334093,10-19y,0,0,1
410504,10-19y,0,0,0
439105,0-9y,0,0,0
81569,30y+,2,1,3
672216,10-19y,1,0,1
928771,30y+,2,0,1
254028,10-19y,2,0,4
5473,20-29y,2,1,2
66960,10-19y,0,0,1
329085,30y+,5,2,2
946706,0-9y,0,0,0
917659,10-19y,1,0,0
32551,0-9y,0,0,0
134194,10-19y,2,1,0
8388,10-19y,2,0,1
838006,0-9y,0,0,0
384021,0-9y,0,0,0
207547,10-19y,0,0,1
85773,30y+,3,1,4
789542,10-19y,0,1,2
154109,20-29y,4,0,1
482232,0-9y,0,0,0
37552,10-19y,1,0,3
256743,30y+,7,0,2
731314,20-29y,1,0,3
317920,30y+,2,1,1
501906,10-19y,2,0,1
837820,20-29y,1,1,0
459931,20-29y,1,0,3
63648,10-19y,1,0,0
487378,20-29y,3,0,2
87522,10-19y,0,0,0
719772,20-29y,0,0,0
315745,0-9y,0,0,0
85714,20-29y,0,0,1
189455,20-29y,0,0,0
379039,10-19y,1,0,1
205417,20-29y,8,1,2
643618,0-9y,0,0,0
227900,0-9y,0,0,0
958732,0-9y,0,0,0
522707,30y+,4,0,4
647491,20-29y,1,2,1
636886,0-9y,0,0,0
956165,0-9y,0,0,0
582975,20-29y,2,0,1
801201,0-9y,0,0,0
602525,0-9y,0,0,0
795747,20-29y,6,3,1
304304,10-19y,3,0,2
761953,30y+,8,1,9
94241,10-19y,1,0,0
774917,20-29y,2,0,0
692522,20-29y,9,0,2
229265,20-29y,1,0,4
516195,10-19y,1,0,0
632980,10-19y,0,1,0
570724,10-19y,4,0,0
486983,10-19y,2,1,0
40228,10-19y,2,0,0
788956,20-29y,6,1,2
841372,30y+,2,0,2
958076,0-9y,0,0,0
642092,30y+,3,0,2
829408,0-9y,0,0,0
429601,0-9y,0,0,0
353731,20-29y,4,1,3
626051,0-9y,0,0,0
733509,20-29y,5,2,6
579072,10-19y,0,0,0
247930,10-19y,0,0,1
583619,0-9y,0,0,0
261194,0-9y,0,0,0
291441,0-9y,0,0,0
959649,0-9y,0,0,0
957656,20-29y,1,0,4
39893,20-29y,4,0,0
551688,10-19y,2,0,1
873361,30y+,1,2,3
336163,0-9y,0,0,0
875904,0-9y,0,0,0
44855,0-9y,0,0,0
247107,10-19y,0,0,4
849205,20-29y,6,0,0
693046,0-9y,0,0,0
345209,20-29y,0,1,1
766071,10-19y,0,1,0
303044,0-9y,0,0,0
741452,0-9y,0,0,0
796372,0-9y,0,0,0
749220,10-19y,0,0,0
386712,10-19y,1,1,0
146361,10-19y,4,0,3
411365,10-19y,2,0,1
651342,20-29y,2,0,5
697130,30y+,7,0,4
424515,30y+,2,0,1
479772,20-29y,0,0,2
332598,20-29y,1,0,2
167119,30y+,7,0,9
819534,20-29y,2,1,1
955794,0-9y,0,0,0
62038,30y+,4,3,4
469767,0-9y,0,0,0
50824,10-19y,0,1,3
683927,20-29y,1,1,0
664333,10-19y,3,0,1
430557,10-19y,0,0,0
150339,10-19y,1,0,1
778230,30y+,3,1,4
106619,10-19y,1,0,0
733619,10-19y,0,1,0
711203,10-19y,1,0,0
255616,10-19y,2,0,0
854652,10-19y,0,1,4
766854,20-29y,0,0,1
827045,0-9y,0,0,0
749612,10-19y,0,1,2
80167,20-29y,1,0,2
221234,10-19y,0,1,3
596082,0-9y,0,0,0
100720,10-19y,3,0,0
866552,20-29y,0,0,0
503181,0-9y,0,0,0
436399,0-9y,0,0,0
910245,0-9y,0,0,0
399483,30y+,5,0,7
766429,20-29y,3,0,2
560473,10-19y,2,0,0
295456,0-9y,0,0,0
963365,30y+,6,0,2
561813,0-9y,0,0,0
447646,30y+,8,0,3
249074,0-9y,0,0,0
513940,10-19y,1,0,0
761223,0-9y,0,0,0
261699,30y+,1,0,1
535293,0-9y,0,0,0
28541,10-19y,1,0,3
509716,0-9y,0,0,0
548627,30y+,5,2,5
562564,10-19y,2,0,2
220010,10-19y,4,1,2
501359,0-9y,0,0,0
218598,20-29y,5,1,0
210978,0-9y,0,0,0
160719,10-19y,0,0,2
73781,0-9y,0,0,0
123572,0-9y,0,0,0
174681,10-19y,1,0,3
626675,30y+,7,1,6
252367,0-9y,0,0,0
219553,10-19y,0,0,0
527488,0-9y,0,0,0
508925,0-9y,0,0,0
477198,0-9y,0,0,0
971241,10-19y,0,1,0
38261,20-29y,9,2,0
196960,0-9y,0,0,0
576583,0-9y,0,0,0
968469,20-29y,8,0,2
288419,30y+,2,0,6
253649,10-19y,1,0,2
7893,10-19y,0,0,0
998986,0-9y,0,0,0
757742,0-9y,0,0,0
832177,0-9y,0,0,0
156807,20-29y,3,1,5
734041,10-19y,1,0,2
524160,20-29y,9,0,1
386225,0-9y,0,0,0
883104,20-29y,2,0,5
727175,10-19y,0,0,0
891890,0-9y,0,0,0
195034,10-19y,0,0,1
499069,0-9y,0,0,0
135363,10-19y,1,0,0
745958,20-29y,4,0,4
368197,0-9y,0,0,0
434797,0-9y,0,0,0
354302,10-19y,0,0,0
959292,10-19y,2,0,2
335156,10-19y,1,0,0
556971,10-19y,1,1,0
451148,20-29y,3,1,0
541074,10-19y,2,1,0
593578,0-9y,0,0,0
927572,20-29y,9,2,0
600608,0-9y,0,0,0
773054,30y+,2,1,2
148284,10-19y,1,0,2
483232,20-29y,7,0,1
694920,20-29y,5,0,1
845494,10-19y,1,1,0
922147,10-19y,0,0,1
394677,10-19y,2,0,1
831133,30y+,6,0,0
458721,0-9y,0,0,0
981386,10-19y,0,0,0
42168,0-9y,0,0,0
902925,0-9y,0,0,0
75332,30y+,5,1,1
789201,0-9y,0,0,0
332784,10-19y,1,0,1
249673,0-9y,0,0,0
56947,20-29y,2,2,6
668061,0-9y,0,0,0
277229,10-19y,1,2,2
325888,20-29y,6,2,4
87330,30y+,0,2,0
850125,10-19y,1,0,1
318800,0-9y,0,0,0
914600,20-29y,2,0,3
146453,10-19y,0,0,1
954268,20-29y,4,1,0
250336,20-29y,0,0,0
8316,10-19y,1,0,2
887384,10-19y,3,0,3
579169,10-19y,2,1,0
578045,20-29y,4,1,7
695132,0-9y,0,0,0
442801,0-9y,0,0,0
83419,0-9y,0,0,0
266664,0-9y,0,0,0
48467,20-29y,5,0,5
956725,0-9y,0,0,0
59488,20-29y,1,0,3
513565,0-9y,0,0,0
855822,0-9y,0,0,0
493576,0-9y,0,0,0
854084,0-9y,0,0,0
477066,0-9y,0,0,0
468466,0-9y,0,0,0
880743,10-19y,3,1,2
407928,10-19y,1,0,2
394404,20-29y,5,0,3
910818,10-19y,0,0,1
368162,20-29y,0,2,0
92996,0-9y,0,0,0
593823,30y+,4,0,1
573601,20-29y,5,0,1
391636,30y+,3,0,8
628053,20-29y,2,1,4
875379,20-29y,3,1,3
934637,20-29y,5,0,2
893612,10-19y,0,1,0
791622,10-19y,0,1,0
694795,10-19y,1,0,1
126044,20-29y,3,1,3
262122,20-29y,1,0,1
775902,10-19y,1,0,0
129481,30y+,5,0,4
834997,10-19y,2,0,2
107940,30y+,3,0,5
858675,0-9y,0,0,0
747580,0-9y,0,0,0
332700,20-29y,1,0,1
976369,20-29y,3,0,0
679730,0-9y,0,0,0
432058,10-19y,0,0,3
740498,0-9y,0,0,0
801283,0-9y,0,0,0
620447,10-19y,1,1,1
772315,20-29y,1,0,2
805314,0-9y,0,0,0
622295,0-9y,0,0,0
769923,30y+,2,0,4
761062,10-19y,2,0,0
602588,10-19y,0,0,1
83737,20-29y,1,0,0
543924,10-19y,1,0,2
596744,0-9y,0,0,0
240384,20-29y,2,0,2
846855,10-19y,2,0,0
5949,0-9y,0,0,0
501875,10-19y,0,0,1
196456,20-29y,8,3,4
241076,0-9y,0,0,0
734835,0-9y,0,0,0
70698,20-29y,3,1,3
148192,0-9y,0,0,0
900823,30y+,4,1,3
906649,0-9y,0,0,0
271782,20-29y,1,0,1
451123,0-9y,0,0,0
357983,30y+,4,1,5
291065,10-19y,3,0,1
865832,30y+,3,1,5
37656,30y+,6,1,6
769768,0-9y,0,0,0
480887,20-29y,0,0,0
387428,10-19y,2,0,0
330099,10-19y,0,0,0
613717,0-9y,0,0,0
911473,20-29y,5,0,0
563175,20-29y,1,1,2
887325,0-9y,0,0,0
110283,0-9y,0,0,0
613670,10-19y,1,1,0
491511,10-19y,1,0,0
210484,0-9y,0,0,0
602790,0-9y,0,0,0
976407,10-19y,1,0,1
411490,0-9y,0,0,0
657351,20-29y,5,1,4
324483,20-29y,1,0,0
626587,20-29y,2,0,1
378356,10-19y,3,1,0
461730,0-9y,0,0,0
589218,20-29y,4,2,0
946498,10-19y,2,1,0
479118,10-19y,1,0,4
744591,0-9y,0,0,0
633972,0-9y,0,0,0
223390,0-9y,0,0,0
758891,20-29y,1,0,0
736939,0-9y,0,0,0
393981,20-29y,4,0,0
471822,20-29y,3,1,1
540570,0-9y,0,0,0
505778,30y+,10,0,0
981161,0-9y,0,0,0
380644,10-19y,2,1,0
237309,0-9y,0,0,0
576563,20-29y,3,1,4
313857,0-9y,0,0,0
849983,0-9y,0,0,0
33096,0-9y,0,0,0
820080,0-9y,0,0,0
704651,0-9y,0,0,0
516737,20-29y,3,1,2
744557,0-9y,0,0,0
884200,0-9y,0,0,0
980162,30y+,1,0,3
138549,10-19y,2,0,5
145781,10-19y,0,1,3
884877,10-19y,0,0,1
616755,0-9y,0,0,0
993761,0-9y,0,0,0
391958,10-19y,2,0,2
235541,10-19y,6,1,1
603591,0-9y,0,0,0
527814,10-19y,1,0,3
903819,10-19y,1,0,0
610675,0-9y,0,0,0
103124,0-9y,0,0,0
37021,0-9y,0,0,0
97800,20-29y,0,0,4
559326,0-9y,0,0,0
942534,20-29y,1,0,3
373573,20-29y,3,0,6
417589,0-9y,0,0,0
297130,0-9y,0,0,0
930707,20-29y,2,0,5
784749,10-19y,0,1,1
284158,30y+,4,1,3
117479,0-9y,0,0,0
73432,0-9y,0,0,0
717981,30y+,10,1,4
570855,20-29y,1,0,4
91308,10-19y,2,1,0
771944,30y+,4,0,5
64984,0-9y,0,0,0
739655,30y+,4,1,4
988458,30y+,10,3,4
844425,20-29y,6,2,2
343044,10-19y,1,1,0
104623,20-29y,2,1,3
401259,10-19y,0,1,0
56428,10-19y,1,0,0
297716,0-9y,0,0,0
261464,10-19y,5,1,0
124833,20-29y,2,0,3
745999,20-29y,3,0,1
226,0-9y,0,0,0
947390,0-9y,0,0,0
498673,20-29y,4,0,5
757922,0-9y,0,0,0
865316,20-29y,4,0,2
620590,10-19y,2,0,0
231919,10-19y,1,0,0
458828,10-19y,3,0,2
94127,0-9y,0,0,0
154809,10-19y,2,0,0
789131,20-29y,0,1,0
26883,0-9y,0,0,0
245852,10-19y,3,1,1
424685,0-9y,0,0,0
742144,20-29y,3,0,1
74744,10-19y,1,0,0
894333,0-9y,0,0,0
131400,20-29y,0,0,6
934104,10-19y,3,2,0
849845,0-9y,0,0,0
519948,20-29y,1,0,1
127507,0-9y,0,0,0
503269,20-29y,2,1,0
337559,20-29y,3,0,2
210028,20-29y,3,0,1
232262,10-19y,2,0,0
277499,0-9y,0,0,0
761455,20-29y,3,2,4
330207,20-29y,4,3,3
927059,0-9y,0,0,0
22905,10-19y,1,0,0
270333,30y+,5,0,2
125408,30y+,4,1,2
107410,0-9y,0,0,0
912595,10-19y,2,1,0
137209,10-19y,0,0,1
882775,0-9y,0,0,0
926478,10-19y,3,0,1
756207,20-29y,2,0,2
96679,0-9y,0,0,0
30993,20-29y,1,0,0
904544,0-9y,0,0,0
660975,20-29y,3,1,1
343102,10-19y,1,0,0
748173,10-19y,1,0,1
466515,10-19y,2,1,0
648192,20-29y,2,0,3
900525,10-19y,1,0,0
629147,0-9y,0,0,0
126571,0-9y,0,0,0
919697,10-19y,0,1,1
26688,10-19y,2,0,3
474971,20-29y,7,1,2
287540,20-29y,3,0,0
584269,20-29y,0,0,2
326608,10-19y,0,1,0
166073,20-29y,1,0,0
521571,10-19y,0,0,0
418047,20-29y,6,0,5
407435,20-29y,3,0,1
902008,10-19y,1,1,0
635622,10-19y,1,0,0
3131,10-19y,0,1,1
747188,0-9y,0,0,0
219595,10-19y,1,0,0
638240,0-9y,0,0,0
335001,0-9y,0,0,0
569662,10-19y,1,1,0
832941,20-29y,0,0,0
978371,0-9y,0,0,0
918452,0-9y,0,0,0
905397,0-9y,0,0,0
314202,0-9y,0,0,0
827578,20-29y,6,0,2
922977,10-19y,1,0,1
26816,10-19y,5,0,1
466383,10-19y,2,0,1
331819,10-19y,1,1,0
430019,0-9y,0,0,0
873325,10-19y,2,0,0
852514,10-19y,0,0,0
198903,10-19y,2,0,0
351071,20-29y,3,1,3
65898,10-19y,1,1,1
671746,10-19y,2,0,4
760605,10-19y,2,0,0
435057,0-9y,0,0,0
311722,0-9y,0,0,0
309217,0-9y,0,0,0
237542,0-9y,0,0,0
911614,10-19y,2,0,0
219279,0-9y,0,0,0
520036,10-19y,0,2,0
603871,20-29y,1,0,0
78431,0-9y,0,0,0
979335,10-19y,5,0,3
642405,20-29y,0,0,1
734738,0-9y,0,0,0
722357,0-9y,0,0,0
755140,30y+,0,0,1
684778,0-9y,0,0,0
943932,0-9y,0,0,0
50084,10-19y,1,0,1
845620,0-9y,0,0,0
934382,20-29y,0,0,1
765151,0-9y,0,0,0
743449,20-29y,3,0,2
189983,10-19y,2,0,1
230922,20-29y,0,2,1
466162,10-19y,1,0,3
873153,0-9y,0,0,0
29449,20-29y,5,1,1
459304,0-9y,0,0,0
149754,0-9y,0,0,0
143460,10-19y,0,0,1
375459,0-9y,0,0,0
257003,10-19y,2,0,4
293988,0-9y,0,0,0
893885,20-29y,0,1,0
619329,20-29y,0,0,5
356221,0-9y,0,0,0
263650,10-19y,0,0,0
26068,10-19y,2,0,0
488670,30y+,8,0,6
582320,20-29y,4,1,4
923366,10-19y,1,0,3
609396,20-29y,0,2,2
207095,10-19y,3,0,1
370509,30y+,9,0,8
210455,30y+,4,0,6
277877,0-9y,0,0,0
75850,0-9y,0,0,0
730488,20-29y,5,0,0
261354,10-19y,0,0,0
605330,0-9y,0,0,0
583046,20-29y,0,0,1
17273,10-19y,1,0,2
355449,10-19y,1,0,1
640219,10-19y,1,0,2
239558,0-9y,0,0,0
524634,0-9y,0,0,0
171568,20-29y,1,0,2
375322,10-19y,0,0,2
639474,0-9y,0,0,0
855355,0-9y,0,0,0
293072,0-9y,0,0,0
528528,30y+,7,2,7
458933,0-9y,0,0,0
495705,10-19y,1,1,1
475525,0-9y,0,0,0
98072,10-19y,0,1,0
326875,0-9y,0,0,0
173718,10-19y,0,0,2
255141,0-9y,0,0,0
255200,0-9y,0,0,0
438776,20-29y,1,0,2
710221,20-29y,3,0,2
144117,0-9y,0,0,0
909696,0-9y,0,0,0
80686,20-29y,3,0,1
19144,0-9y,0,0,0
452828,10-19y,0,0,0
476160,0-9y,0,0,0
515497,20-29y,0,0,2
413160,0-9y,0,0,0
977402,30y+,3,1,2
901502,0-9y,0,0,0
379539,30y+,2,0,4
266757,10-19y,4,0,0
934754,10-19y,1,0,0
131347,30y+,7,0,2
104918,20-29y,6,1,0
478922,0-9y,0,0,0
81923,20-29y,0,0,3
858902,20-29y,0,1,1
13158,10-19y,2,0,3
403612,20-29y,2,0,3
161526,30y+,7,0,3
440831,0-9y,0,0,0
170034,20-29y,0,2,0
280967,0-9y,0,0,0
36103,20-29y,6,0,6
97567,20-29y,0,0,1
407469,0-9y,0,0,0
900406,0-9y,0,0,0
729740,0-9y,0,0,0
631763,10-19y,1,0,1
349786,20-29y,1,1,2
648626,10-19y,1,0,1
380598,0-9y,0,0,0
816809,0-9y,0,0,0
149377,0-9y,0,0,0
950482,10-19y,2,0,1
493793,0-9y,0,0,0
565846,20-29y,2,0,4
816988,20-29y,1,1,1
483195,10-19y,1,0,0
644057,10-19y,1,0,0
465420,20-29y,1,0,1
626247,30y+,1,0,1
703897,10-19y,2,1,0
221270,10-19y,2,0,0
484719,20-29y,3,0,5
511641,10-19y,0,0,5
838182,0-9y,0,0,0
564107,10-19y,0,0,0
880485,0-9y,0,0,0
912800,10-19y,2,0,0
431366,10-19y,0,0,0
526718,10-19y,3,0,0
129218,0-9y,0,0,0
952652,20-29y,1,1,4
698612,20-29y,1,0,4
468417,0-9y,0,0,0
628739,10-19y,1,0,1
325475,10-19y,0,0,0
81498,20-29y,3,1,0
401212,20-29y,2,0,2
647537,0-9y,0,0,0
212191,10-19y,0,1,0
734069,10-19y,0,0,1
772679,0-9y,0,0,0
990504,0-9y,0,0,0
586583,0-9y,0,0,0
865298,10-19y,1,0,1
235795,0-9y,0,0,0
386754,10-19y,0,0,0
104558,20-29y,2,0,3
21679,0-9y,0,0,0
826621,10-19y,1,0,0
479665,10-19y,1,0,1
472052,0-9y,0,0,0
62534,30y+,2,0,3
793551,20-29y,1,0,1
716599,10-19y,2,0,1
280162,0-9y,0,0,0
229398,30y+,3,2,2
818352,10-19y,0,0,1
845185,0-9y,0,0,0
292794,0-9y,0,0,0
527103,10-19y,0,1,5
879618,0-9y,0,0,0
696770,10-19y,0,1,0
987946,20-29y,6,1,2
658273,20-29y,3,0,1
631499,30y+,3,0,3
55559,0-9y,0,0,0
491394,10-19y,0,0,2
896754,0-9y,0,0,0
8055,0-9y,0,0,0
229715,20-29y,0,0,2
361925,10-19y,0,0,0
216068,30y+,3,2,4
950010,10-19y,3,0,1
168357,20-29y,1,0,4
777567,10-19y,0,1,0
695357,10-19y,0,0,0
464427,0-9y,0,0,0
422409,10-19y,2,0,2
850789,0-9y,0,0,0
29071,20-29y,1,0,1
233968,0-9y,0,0,0
312512,10-19y,0,0,1
847188,20-29y,4,1,0
243725,0-9y,0,0,0
997850,10-19y,1,0,0
927473,0-9y,0,0,0
232741,30y+,7,1,2
753926,10-19y,0,0,0
125369,10-19y,1,0,0
851148,10-19y,0,0,0
995068,10-19y,1,0,0
636096,10-19y,4,0,0
544712,20-29y,3,1,1
985586,0-9y,0,0,0
249454,20-29y,0,0,1
26981,0-9y,0,0,0
860859,30y+,10,1,5
560905,10-19y,0,0,0
639208,0-9y,0,0,0
114845,20-29y,5,1,0
491567,30y+,0,0,0
605113,10-19y,0,0,2
613485,10-19y,3,1,0
20220,20-29y,1,2,0
601107,10-19y,0,0,2
203166,0-9y,0,0,0
966351,10-19y,0,1,1
238538,20-29y,1,1,0
687774,10-19y,0,0,0
801363,0-9y,0,0,0
347529,10-19y,4,0,0
449629,0-9y,0,0,0
622612,0-9y,0,0,0
453408,0-9y,0,0,0
359855,30y+,2,0,2
96104,10-19y,2,0,1
163488,0-9y,0,0,0
826934,10-19y,3,0,0
66535,10-19y,3,0,0
438501,0-9y,0,0,0
153771,20-29y,4,0,1
586374,0-9y,0,0,0
139478,10-19y,0,2,3
115279,20-29y,0,1,2
298157,30y+,5,2,4
194823,20-29y,1,1,0
466860,10-19y,0,1,0
896944,20-29y,0,1,1
450963,10-19y,4,0,1
143988,10-19y,1,0,0
209390,0-9y,0,0,0
186796,0-9y,0,0,0
138845,20-29y,3,0,1
85869,0-9y,0,0,0
598245,10-19y,0,1,0
540591,30y+,2,0,0
155014,10-19y,0,0,1
157378,20-29y,0,0,0
735199,10-19y,0,0,0
641142,0-9y,0,0,0
320298,10-19y,1,1,4
271405,10-19y,1,0,0
827716,10-19y,0,0,0
802738,30y+,3,1,5
929575,0-9y,0,0,0
641920,20-29y,4,1,1
26559,0-9y,0,0,0
217294,10-19y,1,0,0
189528,10-19y,0,0,1
600813,0-9y,0,0,0
727706,10-19y,0,0,2
519746,10-19y,1,0,2
246486,20-29y,1,1,0
7905,10-19y,1,0,0
113252,30y+,4,0,4
929235,20-29y,7,1,2
318763,10-19y,2,0,0
870749,10-19y,0,0,1
85101,0-9y,0,0,0
293682,10-19y,2,0,0
981883,10-19y,0,0,1
779137,10-19y,2,0,6
306489,30y+,3,1,0
515280,30y+,4,2,9
446330,20-29y,3,0,1
373235,10-19y,0,0,0
374072,20-29y,4,0,1
336053,10-19y,3,0,0
708613,0-9y,0,0,0
514864,20-29y,1,0,5
133216,0-9y,0,0,0
201228,0-9y,0,0,0
65912,10-19y,0,0,1
84403,10-19y,2,0,0
714609,10-19y,1,0,3
861873,10-19y,1,0,1
201430,0-9y,0,0,0
917512,20-29y,6,0,1
821738,10-19y,2,0,3
481960,0-9y,0,0,0
430928,30y+,3,0,2
335937,0-9y,0,0,0
741717,0-9y,0,0,0
32471,10-19y,0,1,0
768656,20-29y,5,0,4
251082,0-9y,0,0,0
859653,0-9y,0,0,0
146993,20-29y,0,1,3
38823,0-9y,0,0,0
697272,20-29y,3,1,2
546944,0-9y,0,0,0
89035,0-9y,0,0,0
723028,0-9y,0,0,0
866196,20-29y,4,1,2
975805,20-29y,9,0,1
124495,0-9y,0,0,0
728398,0-9y,0,0,0
251778,0-9y,0,0,0
587520,0-9y,0,0,0
742822,0-9y,0,0,0
321760,0-9y,0,0,0
253738,20-29y,1,0,0
684569,0-9y,0,0,0
814717,0-9y,0,0,0
408905,0-9y,0,0,0
521762,20-29y,4,0,3
595172,30y+,4,1,5
996412,30y+,7,3,3
307599,20-29y,4,0,3
377806,10-19y,4,1,0
496158,10-19y,5,0,1
731992,30y+,6,1,1
604531,20-29y,0,0,6
88703,30y+,0,0,1
192887,20-29y,0,0,0
996686,0-9y,0,0,0
285246,0-9y,0,0,0
114770,10-19y,0,1,2
298416,0-9y,0,0,0
490886,0-9y,0,0,0
605508,0-9y,0,0,0
717225,10-19y,0,0,0
408507,0-9y,0,0,0
786837,10-19y,1,0,2
864007,0-9y,0,0,0
338489,30y+,3,2,2
281285,0-9y,0,0,0
703713,0-9y,0,0,0
946205,10-19y,1,0,0
741619,10-19y,0,0,0
432684,0-9y,0,0,0
804251,0-9y,0,0,0
611990,0-9y,0,0,0
705254,10-19y,1,0,3
103781,0-9y,0,0,0
156431,10-19y,5,0,3
678798,0-9y,0,0,0
629251,10-19y,0,0,0
991745,0-9y,0,0,0
259052,0-9y,0,0,0
535774,0-9y,0,0,0
893383,10-19y,2,1,3
721594,0-9y,0,0,0
605412,10-19y,2,0,0
795950,20-29y,0,0,5
